Code,Year,Life expectancy
HRV,1983,70.7456
HRV,1984,70.9782
HRV,1985,71.5285
HRV,1986,71.7882
HRV,1987,71.9377
HRV,1988,72.1502
HRV,1989,72.4968
HRV,1990,72.2429
HRV,1991,70.5745
HRV,1992,71.7206
HRV,1993,72.3053
HRV,1994,72.6142
HRV,1995,72.5612
HRV,1996,72.9752
HRV,1997,72.9898
HRV,1998,73.1929
HRV,1999,73.6092
HRV,2000,74.0014
HRV,2001,74.3547
HRV,2002,74.6461
HRV,2003,74.7093
HRV,2004,75.2665
HRV,2005,75.5705
HRV,2006,75.6767
HRV,2007,75.886
HRV,2008,76.0009
HRV,2009,76.3127
HRV,2010,76.6761
HRV,2011,76.9926
HRV,2012,77.2841
HRV,2013,77.51
HRV,2014,77.5144
HRV,2015,77.6329
HRV,2016,77.6294
HRV,2017,77.7264
HRV,2018,77.8654
HRV,2019,78.197
HRV,2020,77.4972
HRV,2021,77.1412
HRV,2022,78.2779
HRV,2023,78.5803
CUB,1899,18.9
CUB,1900,32
CUB,1905,34.158
CUB,1910,36
CUB,1915,36.29
CUB,1920,39
CUB,1925,38.76
CUB,1930,42
CUB,1935,44.572
CUB,1940,45
CUB,1945,50.931
CUB,1950,58.9889
CUB,1951,59.4082
CUB,1952,59.8299
CUB,1953,60.2446
CUB,1954,60.6925
CUB,1955,61.1524
CUB,1956,61.4837
CUB,1957,61.9036
CUB,1958,62.3186
CUB,1959,62.8294
CUB,1960,63.3157
CUB,1961,63.7433
CUB,1962,64.3743
CUB,1963,64.3467
CUB,1964,65.2636
CUB,1965,65.6364
CUB,1966,66.0738
CUB,1967,66.5145
CUB,1968,66.9439
CUB,1969,67.3576
CUB,1970,67.9354
CUB,1971,68.4318
CUB,1972,68.9491
CUB,1973,69.3475
CUB,1974,69.8674
CUB,1975,70.3749
CUB,1976,70.8779
CUB,1977,71.4113
CUB,1978,71.8899
CUB,1979,72.272
CUB,1980,72.6027
CUB,1981,72.9963
CUB,1982,73.4393
CUB,1983,73.564
CUB,1984,73.5515
CUB,1985,73.4641
CUB,1986,73.5578
CUB,1987,73.5956
CUB,1988,73.7243
CUB,1989,73.6899
CUB,1990,73.8228
CUB,1991,73.7566
CUB,1992,73.8464
CUB,1993,73.8735
CUB,1994,74.0922
CUB,1995,74.3461
CUB,1996,74.6904
CUB,1997,75.0636
CUB,1998,75.4123
CUB,1999,75.7191
CUB,2000,75.9224
CUB,2001,76.4287
CUB,2002,76.7655
CUB,2003,77.4048
CUB,2004,77.3261
CUB,2005,77.5401
CUB,2006,77.4055
CUB,2007,77.5503
CUB,2008,77.5891
CUB,2009,77.5835
CUB,2010,77.8757
CUB,2011,78.0506
CUB,2012,78.1618
CUB,2013,78.0279
CUB,2014,77.8245
CUB,2015,77.7453
CUB,2016,77.5706
CUB,2017,77.3003
CUB,2018,77.4259
CUB,2019,77.4133
CUB,2020,77.4075
CUB,2021,73.2006
CUB,2022,77.6291
CUB,2023,78.0855
CUW,1950,60.2906
CUW,1951,60.9666
CUW,1952,61.5868
CUW,1953,62.1379
CUW,1954,62.7141
CUW,1955,63.2611
CUW,1956,63.7617
CUW,1957,64.2472
CUW,1958,64.6557
CUW,1959,65.0801
CUW,1960,65.4064
CUW,1961,65.745
CUW,1962,66.0269
CUW,1963,66.3116
CUW,1964,66.5904
CUW,1965,66.8618
CUW,1966,67.1357
CUW,1967,67.4047
CUW,1968,67.6697
CUW,1969,67.9286
CUW,1970,68.2303
CUW,1971,68.5055
CUW,1972,68.8111
CUW,1973,69.0924
CUW,1974,69.3938
CUW,1975,69.6718
CUW,1976,69.9507
CUW,1977,70.2023
CUW,1978,70.4453
CUW,1979,70.716
CUW,1980,70.9511
CUW,1981,71.1746
CUW,1982,71.3775
CUW,1983,71.5343
CUW,1984,71.7147
CUW,1985,71.8674
CUW,1986,71.9957
CUW,1987,72.1389
CUW,1988,72.2303
CUW,1989,72.1513
CUW,1990,72.4386
CUW,1991,72.5356
CUW,1992,72.65
CUW,1993,72.7027
CUW,1994,72.7911
CUW,1995,72.8305
CUW,1996,72.9449
CUW,1997,73.0349
CUW,1998,73.0839
CUW,1999,73.174
CUW,2000,73.2829
CUW,2001,73.3602
CUW,2002,73.4722
CUW,2003,73.6031
CUW,2004,73.7354
CUW,2005,73.8731
CUW,2006,73.9777
CUW,2007,74.1368
CUW,2008,74.3137
CUW,2009,74.4853
CUW,2010,75.1167
CUW,2011,75.5757
CUW,2012,75.9604
CUW,2013,76.2386
CUW,2014,76.3837
CUW,2015,76.4823
CUW,2016,76.3222
CUW,2017,76.4226
CUW,2018,76.4929
CUW,2019,76.4917
CUW,2020,76.5011
CUW,2021,75.6857
CUW,2022,76.7287
CUW,2023,76.7996
CYP,1895,38.512
CYP,1905,45
CYP,1915,47.464
CYP,1925,48.464
CYP,1937,48.464
CYP,1943,53.464
CYP,1950,55.8276
CYP,1951,56.7619
CYP,1952,57.6776
CYP,1953,58.3717
CYP,1954,59.2756
CYP,1955,59.7394
CYP,1956,60.3875
CYP,1957,60.9861
CYP,1958,61.637
CYP,1959,62.3103
CYP,1960,63.3201
CYP,1961,64.0758
CYP,1962,64.7202
CYP,1963,61.7791
CYP,1964,62.2404
CYP,1965,66.1243
CYP,1966,66.4894
CYP,1967,66.9057
CYP,1968,67.251
CYP,1969,67.5987
CYP,1970,68.0502
CYP,1971,68.3512
CYP,1972,68.6287
CYP,1973,69.0052
CYP,1974,54.5513
CYP,1975,70.3363
CYP,1976,70.805
CYP,1977,71.2577
CYP,1978,71.741
CYP,1979,72.1792
CYP,1980,72.8436
CYP,1981,73.053
CYP,1982,73.5183
CYP,1983,73.7076
CYP,1984,74
CYP,1985,74.6401
CYP,1986,74.9298
CYP,1987,75.2645
CYP,1988,75.3903
CYP,1989,75.8415
CYP,1990,76.0442
CYP,1991,76.2464
CYP,1992,76.2908
CYP,1993,76.2943
CYP,1994,76.3831
CYP,1995,76.5828
CYP,1996,76.8797
CYP,1997,77.1187
CYP,1998,77.1641
CYP,1999,77.5715
CYP,2000,77.9
CYP,2001,78.1848
CYP,2002,78.7582
CYP,2003,78.9081
CYP,2004,79.0067
CYP,2005,79.1975
CYP,2006,79.4561
CYP,2007,79.7982
CYP,2008,79.9063
CYP,2009,80.3749
CYP,2010,80.6325
CYP,2011,80.8546
CYP,2012,81.1284
CYP,2013,81.3165
CYP,2014,81.3373
CYP,2015,81.4637
CYP,2016,81.5341
CYP,2017,81.5431
CYP,2018,81.5558
CYP,2019,81.4543
CYP,2020,81.2302
CYP,2021,80.5735
CYP,2022,80.4337
CYP,2023,81.648
CZE,1875,34.954
CZE,1900,40.266
CZE,1910,44.313
CZE,1930,55.554
CZE,1937,58.452
CZE,1950,64.4058
CZE,1951,65.2674
CZE,1952,66.8633
CZE,1953,67.5532
CZE,1954,68.0503
CZE,1955,68.978
CZE,1956,69.3678
CZE,1957,69.0329
CZE,1958,69.9734
CZE,1959,69.8941
CZE,1960,70.4521
CZE,1961,70.6216
CZE,1962,69.8909
CZE,1963,70.3905
CZE,1964,70.5891
CZE,1965,70.2584
CZE,1966,70.4543
CZE,1967,70.3494
CZE,1968,69.9098
CZE,1969,69.4175
CZE,1970,69.4882
CZE,1971,69.7361
CZE,1972,70.2302
CZE,1973,70.0883
CZE,1974,70.174
CZE,1975,70.485
CZE,1976,70.6014
CZE,1977,70.6413
CZE,1978,70.7115
CZE,1979,70.8228
CZE,1980,70.3404
CZE,1981,70.7717
CZE,1982,70.8766
CZE,1983,70.6398
CZE,1984,70.8965
CZE,1985,71.1021
CZE,1986,71.053
CZE,1987,71.51
CZE,1988,71.714
CZE,1989,71.7544
CZE,1990,71.4086
CZE,1991,71.9699
CZE,1992,72.3298
CZE,1993,72.8528
CZE,1994,73.0817
CZE,1995,73.1772
CZE,1996,73.8344
CZE,1997,73.946
CZE,1998,74.5527
CZE,1999,74.7414
CZE,2000,74.9781
CZE,2001,75.3141
CZE,2002,75.4424
CZE,2003,75.3959
CZE,2004,75.9416
CZE,2005,76.1561
CZE,2006,76.708
CZE,2007,76.9189
CZE,2008,77.1722
CZE,2009,77.2578
CZE,2010,77.5677
CZE,2011,77.8144
CZE,2012,77.9977
CZE,2013,78.169
CZE,2014,78.7439
CZE,2015,78.5609
CZE,2016,78.9744
CZE,2017,78.926
CZE,2018,78.9612
CZE,2019,79.1853
CZE,2020,78.237
CZE,2021,77.2342
CZE,2022,79.1648
CZE,2023,79.8341
COD,1950,38.2161
COD,1951,38.5138
COD,1952,38.8561
COD,1953,39.1412
COD,1954,39.3663
COD,1955,39.6563
COD,1956,39.9041
COD,1957,40.2279
COD,1958,40.4629
COD,1959,40.6155
COD,1960,40.7518
COD,1961,40.1611
COD,1962,40.3817
COD,1963,40.6039
COD,1964,40.0993
COD,1965,40.7669
COD,1966,42.169
COD,1967,42.3389
COD,1968,42.6673
COD,1969,42.9594
COD,1970,43.3005
COD,1971,43.578
COD,1972,43.869
COD,1973,44.0905
COD,1974,44.3111
COD,1975,44.5299
COD,1976,44.695
COD,1977,44.8656
COD,1978,44.6277
COD,1979,45.2779
COD,1980,45.5429
COD,1981,45.7262
COD,1982,45.946
COD,1983,46.2067
COD,1984,46.5143
COD,1985,46.6634
COD,1986,47.0156
COD,1987,47.3623
COD,1988,47.755
COD,1989,48.1494
COD,1990,48.5381
COD,1991,48.9442
COD,1992,49.3232
COD,1993,49.6213
COD,1994,49.8795
COD,1995,50.381
COD,1996,49.3762
COD,1997,50.4609
COD,1998,49.6637
COD,1999,50.0888
COD,2000,51.8871
COD,2001,52.2054
COD,2002,52.3712
COD,2003,52.9519
COD,2004,53.5341
COD,2005,54.0014
COD,2006,54.4977
COD,2007,54.9543
COD,2008,55.3884
COD,2009,55.7981
COD,2010,56.4111
COD,2011,56.9106
COD,2012,57.3502
COD,2013,57.7953
COD,2014,58.2355
COD,2015,58.6576
COD,2016,59.0814
COD,2017,59.4952
COD,2018,59.9265
COD,2019,60.2425
COD,2020,60.4283
COD,2021,60.0444
COD,2022,60.9789
COD,2023,61.895
DNK,1775,33
DNK,1835,38.42
DNK,1836,40.03
DNK,1837,41.53
DNK,1838,43.14
DNK,1839,41.91
DNK,1840,41.1
DNK,1841,42.67
DNK,1842,42.54
DNK,1843,43.91
DNK,1844,44.08
DNK,1845,43.4
DNK,1846,40.44
DNK,1847,40.47
DNK,1848,40.82
DNK,1849,39.57
DNK,1850,43.52
DNK,1851,44.53
DNK,1852,43.05
DNK,1853,38.57
DNK,1854,44.71
DNK,1855,46.15
DNK,1856,46.76
DNK,1857,42.48
DNK,1858,40.02
DNK,1859,44.4
DNK,1860,45.08
DNK,1861,47.62
DNK,1862,47.59
DNK,1863,47.55
DNK,1864,40.2
DNK,1865,39.8
DNK,1866,42.9
DNK,1867,44.92
DNK,1868,45.64
DNK,1869,46.1
DNK,1870,46
DNK,1871,46.08
DNK,1872,47.44
DNK,1873,47.5
DNK,1874,46.04
DNK,1875,44.48
DNK,1876,45.85
DNK,1877,47.36
DNK,1878,47.57
DNK,1879,46.25
DNK,1880,44.79
DNK,1881,48.28
DNK,1882,46.7
DNK,1883,48.51
DNK,1884,48.52
DNK,1885,49.62
DNK,1886,48.97
DNK,1887,48.67
DNK,1888,46.69
DNK,1889,47.81
DNK,1890,47.27
DNK,1891,46.78
DNK,1892,47.4
DNK,1893,47.08
DNK,1894,49.38
DNK,1895,50.86
DNK,1896,52.92
DNK,1897,51.8
DNK,1898,53.11
DNK,1899,50.67
DNK,1900,51.9
DNK,1901,52.66
DNK,1902,54.68
DNK,1903,54.83
DNK,1904,55.7
DNK,1905,54.37
DNK,1906,56.47
DNK,1907,56.1
DNK,1908,54.96
DNK,1909,57.36
DNK,1910,58.04
DNK,1911,56.96
DNK,1912,58.01
DNK,1913,58.88
DNK,1914,58.46
DNK,1915,58.4
DNK,1916,56.91
DNK,1917,57.25
DNK,1918,56.22
DNK,1919,56.88
DNK,1920,57.71
DNK,1921,61.66
DNK,1922,60.64
DNK,1923,61.15
DNK,1924,61.09
DNK,1925,61.91
DNK,1926,61.67
DNK,1927,61.19
DNK,1928,61.84
DNK,1929,61.96
DNK,1930,62.22
DNK,1931,61.87
DNK,1932,62.69
DNK,1933,63.58
DNK,1934,64.09
DNK,1935,62.88
DNK,1936,63.44
DNK,1937,63.94
DNK,1938,64.99
DNK,1939,65.8
DNK,1940,66.27
DNK,1941,65.95
DNK,1942,67.12
DNK,1943,67.43
DNK,1944,66.39
DNK,1945,66.08
DNK,1946,67.24
DNK,1947,68.54
DNK,1948,70.09
DNK,1949,70.12
DNK,1950,70.3084
DNK,1951,70.9243
DNK,1952,70.7599
DNK,1953,71.1723
DNK,1954,71.3394
DNK,1955,71.9139
DNK,1956,72.0424
DNK,1957,71.8068
DNK,1958,72.2381
DNK,1959,72.2253
DNK,1960,72.196
DNK,1961,72.4529
DNK,1962,72.3515
DNK,1963,72.419
DNK,1964,72.5077
DNK,1965,72.3884
DNK,1966,72.4665
DNK,1967,72.9547
DNK,1968,73.1469
DNK,1969,73.2446
DNK,1970,73.364
DNK,1971,73.4274
DNK,1972,73.4675
DNK,1973,73.6944
DNK,1974,73.8216
DNK,1975,74.1002
DNK,1976,73.7697
DNK,1977,74.6592
DNK,1978,74.4263
DNK,1979,74.2409
DNK,1980,74.1295
DNK,1981,74.2506
DNK,1982,74.5967
DNK,1983,74.4556
DNK,1984,74.6164
DNK,1985,74.4801
DNK,1986,74.6392
DNK,1987,74.7445
DNK,1988,74.8395
DNK,1989,74.8597
DNK,1990,74.8655
DNK,1991,75.2271
DNK,1992,75.2686
DNK,1993,75.1891
DNK,1994,75.4408
DNK,1995,75.287
DNK,1996,75.6636
DNK,1997,76.0409
DNK,1998,76.4357
DNK,1999,76.5777
DNK,2000,76.8152
DNK,2001,76.9736
DNK,2002,77.0989
DNK,2003,77.4012
DNK,2004,77.7853
DNK,2005,78.2259
DNK,2006,78.2234
DNK,2007,78.3494
DNK,2008,78.7144
DNK,2009,78.9574
DNK,2010,79.2473
DNK,2011,79.786
DNK,2012,80.0822
DNK,2013,80.3063
DNK,2014,80.6319
DNK,2015,80.7394
DNK,2016,80.8814
DNK,2017,81.1116
DNK,2018,80.9909
DNK,2019,81.4343
DNK,2020,81.5458
DNK,2021,81.4363
DNK,2022,81.2906
DNK,2023,81.9328
DJI,1950,40.7277
DJI,1951,41.0363
DJI,1952,41.2296
DJI,1953,41.484
DJI,1954,41.7745
DJI,1955,42.0436
DJI,1956,42.2871
DJI,1957,42.5702
DJI,1958,42.772
DJI,1959,43.0788
DJI,1960,43.4212
DJI,1961,43.7808
DJI,1962,44.0918
DJI,1963,44.4421
DJI,1964,44.812
DJI,1965,45.2344
DJI,1966,45.6201
DJI,1967,46.1031
DJI,1968,46.5523
DJI,1969,47.0668
DJI,1970,47.5361
DJI,1971,47.2593
DJI,1972,48.5318
DJI,1973,49.0967
DJI,1974,49.5203
DJI,1975,49.9228
DJI,1976,50.3352
DJI,1977,50.7555
DJI,1978,51.1715
DJI,1979,51.5968
DJI,1980,52.0462
DJI,1981,52.3553
DJI,1982,52.8928
DJI,1983,53.3338
DJI,1984,53.7454
DJI,1985,54.0746
DJI,1986,54.4937
DJI,1987,54.832
DJI,1988,55.1326
DJI,1989,55.3686
DJI,1990,55.4689
DJI,1991,55.1935
DJI,1992,54.3753
DJI,1993,55.734
DJI,1994,55.5916
DJI,1995,56.234
DJI,1996,56.3297
DJI,1997,56.207
DJI,1998,56.4263
DJI,1999,56.5638
DJI,2000,56.7341
DJI,2001,57.5059
DJI,2002,57.8239
DJI,2003,58.0406
DJI,2004,58.1033
DJI,2005,58.5483
DJI,2006,58.9617
DJI,2007,59.3617
DJI,2008,59.815
DJI,2009,60.3511
DJI,2010,60.7431
DJI,2011,61.3373
DJI,2012,61.7188
DJI,2013,62.1162
DJI,2014,62.4274
DJI,2015,62.8326
DJI,2016,63.335
DJI,2017,63.71
DJI,2018,64.1051
DJI,2019,64.3809
DJI,2020,64.2001
DJI,2021,63.8301
DJI,2022,65.5402
DJI,2023,65.9865
DMA,1950,44.4897
DMA,1951,46.3171
DMA,1952,48.1599
DMA,1953,49.9925
DMA,1954,51.6705
DMA,1955,53.4083
DMA,1956,55.0378
DMA,1957,56.5388
DMA,1958,57.9047
DMA,1959,59.1203
DMA,1960,60.0757
DMA,1961,61.0224
DMA,1962,61.8936
DMA,1963,62.6123
DMA,1964,63.2778
DMA,1965,63.9132
DMA,1966,64.457
DMA,1967,64.856
DMA,1968,65.2771
DMA,1969,65.7036
DMA,1970,66.2084
DMA,1971,66.7626
DMA,1972,67.468
DMA,1973,68.0971
DMA,1974,68.5847
DMA,1975,69.0595
DMA,1976,69.4108
DMA,1977,69.7153
DMA,1978,70.1146
DMA,1979,69.1948
DMA,1980,71.0125
DMA,1981,71.4595
DMA,1982,71.7485
DMA,1983,72.0047
DMA,1984,71.9135
DMA,1985,71.9177
DMA,1986,71.6705
DMA,1987,71.3682
DMA,1988,70.9743
DMA,1989,70.6629
DMA,1990,70.4712
DMA,1991,70.3977
DMA,1992,70.4726
DMA,1993,70.6121
DMA,1994,70.7766
DMA,1995,70.8316
DMA,1996,71.0394
DMA,1997,71.1955
DMA,1998,71.3524
DMA,1999,71.5274
DMA,2000,71.7154
DMA,2001,71.8624
DMA,2002,71.9275
DMA,2003,71.9423
DMA,2004,71.9865
DMA,2005,72.0161
DMA,2006,72.0071
DMA,2007,71.9008
DMA,2008,71.9446
DMA,2009,71.8353
DMA,2010,71.6797
DMA,2011,71.5167
DMA,2012,71.3909
DMA,2013,71.2283
DMA,2014,71.1892
DMA,2015,69.9683
DMA,2016,71.1889
DMA,2017,68.6199
DMA,2018,71.3779
DMA,2019,71.3052
DMA,2020,71.2693
DMA,2021,69.8318
DMA,2022,71.0806
DMA,2023,71.1325
DOM,1930,26
DOM,1935,29.9
DOM,1940,34
DOM,1950,44.0649
DOM,1951,44.8254
DOM,1952,45.5713
DOM,1953,46.3497
DOM,1954,47.1234
DOM,1955,47.925
DOM,1956,48.71
DOM,1957,49.4703
DOM,1958,50.2108
DOM,1959,50.9525
DOM,1960,51.7048
DOM,1961,52.4472
DOM,1962,53.1987
DOM,1963,53.7536
DOM,1964,54.6529
DOM,1965,52.8424
DOM,1966,55.965
DOM,1967,56.6458
DOM,1968,57.2723
DOM,1969,57.886
DOM,1970,58.4931
DOM,1971,59.0897
DOM,1972,59.6615
DOM,1973,60.2284
DOM,1974,60.757
DOM,1975,61.2538
DOM,1976,61.7394
DOM,1977,62.1995
DOM,1978,62.6236
DOM,1979,62.4251
DOM,1980,63.3913
DOM,1981,63.7757
DOM,1982,64.1978
DOM,1983,64.63
DOM,1984,65.1339
DOM,1985,65.6139
DOM,1986,66.0594
DOM,1987,66.4897
DOM,1988,66.9144
DOM,1989,67.3312
DOM,1990,67.7459
DOM,1991,68.1543
DOM,1992,68.5251
DOM,1993,68.8601
DOM,1994,69.1597
DOM,1995,69.3937
DOM,1996,69.5951
DOM,1997,69.8089
DOM,1998,69.8754
DOM,1999,70.1781
DOM,2000,70.3647
DOM,2001,70.5531
DOM,2002,70.7193
DOM,2003,70.8562
DOM,2004,70.7303
DOM,2005,71.0435
DOM,2006,71.0542
DOM,2007,71.0973
DOM,2008,71.3307
DOM,2009,71.5866
DOM,2010,72.0393
DOM,2011,72.4958
DOM,2012,72.8165
DOM,2013,73.0383
DOM,2014,73.1449
DOM,2015,72.9821
DOM,2016,72.8894
DOM,2017,73.3702
DOM,2018,73.5553
DOM,2019,73.1119
DOM,2020,72.6358
DOM,2021,71.7575
DOM,2022,74.2108
DOM,2023,73.7201
TLS,1950,29.1614
TLS,1951,29.4614
TLS,1952,29.7633
TLS,1953,30.0653
TLS,1954,30.3683
TLS,1955,30.6736
TLS,1956,30.9827
TLS,1957,31.3052
TLS,1958,31.6561
TLS,1959,32.0212
TLS,1960,32.4018
TLS,1961,32.8009
TLS,1962,33.221
TLS,1963,33.6654
TLS,1964,34.1473
TLS,1965,34.6532
TLS,1966,35.1737
TLS,1967,35.7032
TLS,1968,36.2408
TLS,1969,36.8024
TLS,1970,37.3617
TLS,1971,37.9094
TLS,1972,38.443
TLS,1973,38.9664
TLS,1974,36.4539
TLS,1975,24.3142
TLS,1976,25.8634
TLS,1977,24.875
TLS,1978,22.9333
TLS,1979,24.1718
TLS,1980,30.1957
TLS,1981,31.2475
TLS,1982,32.2467
TLS,1983,32.6944
TLS,1984,34.4685
TLS,1985,34.3419
TLS,1986,34.7636
TLS,1987,35.9743
TLS,1988,36.0471
TLS,1989,44.7954
TLS,1990,45.1849
TLS,1991,45.0763
TLS,1992,46.1901
TLS,1993,47.0075
TLS,1994,47.8608
TLS,1995,47.5429
TLS,1996,48.2602
TLS,1997,48.9681
TLS,1998,48.5826
TLS,1999,45.2456
TLS,2000,58.0969
TLS,2001,58.7722
TLS,2002,59.4766
TLS,2003,60.1304
TLS,2004,60.7428
TLS,2005,61.2717
TLS,2006,61.8807
TLS,2007,62.3957
TLS,2008,62.8575
TLS,2009,63.2652
TLS,2010,63.6599
TLS,2011,64.0223
TLS,2012,64.3844
TLS,2013,64.7189
TLS,2014,65.0268
TLS,2015,65.3262
TLS,2016,65.6099
TLS,2017,65.8982
TLS,2018,66.2039
TLS,2019,66.4964
TLS,2020,66.9191
TLS,2021,66.1993
TLS,2022,67.3684
TLS,2023,67.6894
ECU,1950,48.4493
ECU,1951,48.8974
ECU,1952,49.2348
ECU,1953,49.562
ECU,1954,49.962
ECU,1955,50.3928
ECU,1956,50.8827
ECU,1957,51.4548
ECU,1958,52.0726
ECU,1959,52.736
ECU,1960,53.3961
ECU,1961,54.052
ECU,1962,54.6815
ECU,1963,55.3222
ECU,1964,55.9501
ECU,1965,56.5243
ECU,1966,57.0189
ECU,1967,57.4817
ECU,1968,57.9458
ECU,1969,58.2671
ECU,1970,58.8496
ECU,1971,59.3426
ECU,1972,59.8165
ECU,1973,60.3061
ECU,1974,60.7
ECU,1975,61.0849
ECU,1976,61.4251
ECU,1977,61.9347
ECU,1978,62.3972
ECU,1979,62.8541
ECU,1980,63.3261
ECU,1981,63.8092
ECU,1982,64.2712
ECU,1983,64.6593
ECU,1984,65.2016
ECU,1985,65.6253
ECU,1986,66.1225
ECU,1987,66.5868
ECU,1988,67.0383
ECU,1989,67.8172
ECU,1990,68.445
ECU,1991,69.0402
ECU,1992,69.4678
ECU,1993,70.0695
ECU,1994,70.8759
ECU,1995,71.3485
ECU,1996,71.8201
ECU,1997,72.007
ECU,1998,71.9493
ECU,1999,71.9198
ECU,2000,72.0896
ECU,2001,72.5709
ECU,2002,73.1643
ECU,2003,73.632
ECU,2004,73.8676
ECU,2005,73.9092
ECU,2006,74.0104
ECU,2007,74.2259
ECU,2008,74.7085
ECU,2009,74.9011
ECU,2010,75.1876
ECU,2011,75.1794
ECU,2012,75.4857
ECU,2013,75.8322
ECU,2014,76.1409
ECU,2015,76.2219
ECU,2016,76.0942
ECU,2017,76.2197
ECU,2018,77.2484
ECU,2019,77.2862
ECU,2020,72.0036
ECU,2021,72.7465
ECU,2022,76.5767
ECU,2023,77.3924
EGY,1927,33
EGY,1928,30.7
EGY,1929,30.6
EGY,1930,35.4
EGY,1931,32.5
EGY,1932,31
EGY,1933,32.3
EGY,1934,31.5
EGY,1935,33.2
EGY,1936,31.3
EGY,1937,34.5
EGY,1938,34.8
EGY,1939,36
EGY,1940,34.4
EGY,1941,35.7
EGY,1942,30.5
EGY,1943,29.8
EGY,1944,33.4
EGY,1945,32.3
EGY,1946,34.4
EGY,1947,36.1
EGY,1948,36.2
EGY,1949,36.7
EGY,1950,33.95
EGY,1951,35.2832
EGY,1952,36.597
EGY,1953,37.8686
EGY,1954,39.058
EGY,1955,40.1543
EGY,1956,41.0154
EGY,1957,42.05
EGY,1958,42.8875
EGY,1959,43.682
EGY,1960,44.4361
EGY,1961,45.1456
EGY,1962,45.8439
EGY,1963,46.4929
EGY,1964,47.0755
EGY,1965,47.5767
EGY,1966,47.9884
EGY,1967,48.1302
EGY,1968,48.6021
EGY,1969,48.6995
EGY,1970,49.0001
EGY,1971,49.4805
EGY,1972,49.9084
EGY,1973,50.0977
EGY,1974,51.044
EGY,1975,51.7342
EGY,1976,52.4844
EGY,1977,53.2719
EGY,1978,54.0748
EGY,1979,54.8755
EGY,1980,55.6726
EGY,1981,56.4544
EGY,1982,57.219
EGY,1983,57.9667
EGY,1984,58.697
EGY,1985,59.4051
EGY,1986,60.0849
EGY,1987,60.7358
EGY,1988,61.3581
EGY,1989,61.9485
EGY,1990,62.5132
EGY,1991,63.0594
EGY,1992,63.5852
EGY,1993,64.1471
EGY,1994,64.6632
EGY,1995,65.2143
EGY,1996,65.7334
EGY,1997,66.2066
EGY,1998,66.6355
EGY,1999,67.0104
EGY,2000,67.3323
EGY,2001,67.6118
EGY,2002,67.8456
EGY,2003,68.0451
EGY,2004,68.211
EGY,2005,68.3552
EGY,2006,68.4929
EGY,2007,68.6266
EGY,2008,68.7613
EGY,2009,68.915
EGY,2010,69.0782
EGY,2011,69.2322
EGY,2012,69.4643
EGY,2013,69.6317
EGY,2014,69.9112
EGY,2015,70.1346
EGY,2016,70.4367
EGY,2017,70.7086
EGY,2018,70.9741
EGY,2019,71.2128
EGY,2020,69.7897
EGY,2021,68.9759
EGY,2022,71.0097
EGY,2023,71.6335
SLV,1920,28
SLV,1930,29
SLV,1940,36
SLV,1950,44.195
SLV,1951,43.81
SLV,1952,44.7525
SLV,1953,44.9885
SLV,1954,45.5112
SLV,1955,46.0333
SLV,1956,46.5608
SLV,1957,47.1171
SLV,1958,47.6866
SLV,1959,47.9708
SLV,1960,48.2923
SLV,1961,48.6332
SLV,1962,49.0013
SLV,1963,49.3803
SLV,1964,49.7498
SLV,1965,50.2076
SLV,1966,50.6715
SLV,1967,50.8441
SLV,1968,50.8368
SLV,1969,51.2788
SLV,1970,51.3643
SLV,1971,51.6651
SLV,1972,51.9564
SLV,1973,52.7817
SLV,1974,52.8912
SLV,1975,53.4217
SLV,1976,54.375
SLV,1977,54.0472
SLV,1978,54.7087
SLV,1979,53.8047
SLV,1980,48.5892
SLV,1981,50.8887
SLV,1982,53.3423
SLV,1983,54.3735
SLV,1984,56.5713
SLV,1985,58.0306
SLV,1986,59.3292
SLV,1987,59.4024
SLV,1988,59.9769
SLV,1989,61.2536
SLV,1990,61.981
SLV,1991,62.5423
SLV,1992,62.9439
SLV,1993,63.9976
SLV,1994,64.47
SLV,1995,64.9031
SLV,1996,65.4804
SLV,1997,66.2484
SLV,1998,66.6548
SLV,1999,67.2851
SLV,2000,67.7114
SLV,2001,67.9645
SLV,2002,68.5264
SLV,2003,68.7918
SLV,2004,69.2948
SLV,2005,69.3356
SLV,2006,69.6123
SLV,2007,69.8195
SLV,2008,70.1378
SLV,2009,70.3586
SLV,2010,70.9088
SLV,2011,71.1918
SLV,2012,71.4201
SLV,2013,71.2251
SLV,2014,71.1442
SLV,2015,70.9524
SLV,2016,70.9081
SLV,2017,71.0074
SLV,2018,71.3836
SLV,2019,71.7253
SLV,2020,70.2436
SLV,2021,69.9414
SLV,2022,71.9695
SLV,2023,72.0993
,1841,41.62
,1842,41.3
,1843,41.81
,1844,41.49
,1845,42.49
,1846,39.91
,1847,38.29
,1848,39.46
,1849,37.34
,1850,42.75
,1851,41.36
,1852,40.87
,1853,40.51
,1854,39.3
,1855,40.99
,1856,43.21
,1857,41.84
,1858,39.99
,1859,40.77
,1860,42.94
,1861,42.31
,1862,42.47
,1863,40.36
,1864,39.93
,1865,40.62
,1866,40.38
,1867,42.58
,1868,41.97
,1869,41.62
,1870,40.91
,1871,41.28
,1872,42.87
,1873,43.74
,1874,42.07
,1875,41.81
,1876,43.65
,1877,44.67
,1878,42.98
